"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Fuel Comb - Residential - Other","MA","25","Middlesex","017","Elemental Carbon portion of PM2.5-PRI","",".024618078","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Hampshire","015","Elemental Carbon portion of PM2.5-PRI","",".0244762992","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Nantucket","019","PM10 Primary (Filt + Cond)","CAP",".024407397","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Dukes","007","Sulfur Dioxide","CAP",".024283","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Middlesex","017","Lead","CAP/HAP",".02405318632007135386","TON"
"Mobile - Commercial Marine Vessels","MA","25","Bristol","005","Lead","CAP/HAP",".02401022247281","TON"
"Industrial Processes - Pulp & Paper","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP",".024","TON"
"Industrial Processes - Pulp & Paper","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP",".024","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Essex","009","Volatile Organic Compounds","CAP",".0238","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Barnstable","001","Sulfur Dioxide","CAP",".023746410052030000000000672212","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Nantucket","019","PM2.5 Primary (Filt + Cond)","CAP",".02317161","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Hampshire","015","Ammonia","CAP",".023","TON"
"Dust - Construction Dust","MA","25","Nantucket","019","Organic Carbon portion of PM2.5-PRI","",".02271378648","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Plymouth","023","Elemental Carbon portion of PM2.5-PRI","",".02244173526","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Dukes","007","PM2.5 Primary (Filt + Cond)","CAP",".02236685262","TON"
"Fuel Comb - Residential - Oil","MA","25","Barnstable","001","Lead","CAP/HAP",".022215021661679552807","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Nantucket","019","Ammonia","CAP",".0221198905","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Barnstable","001","Elemental Carbon portion of PM2.5-PRI","",".0219272508","TON"
"Fires - Wildfires","MA","25","Middlesex","017","Sulfur Dioxide","CAP",".021793","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","",".021765017","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Nantucket","019","Sulfur Dioxide","CAP",".021757449252557800000000672212","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Essex","009","Sulfur Dioxide","CAP",".0216","TON"
"Industrial Processes - Pulp & Paper","MA","25","Hampden","013","Elemental Carbon portion of PM2.5-PRI","",".021486555","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Essex","009","Sulfur Dioxide","CAP",".0213261","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Worcester","027","Elemental Carbon portion of PM2.5-PRI","",".0212887392","TON"
"Fuel Comb - Electric Generation - Other","MA","25","Essex","009","Nitrogen Oxides","CAP",".0209","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Berkshire","003","Sulfur Dioxide","CAP",".0205692","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Hampshire","015","Volatile Organic Compounds","CAP",".0205","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Middlesex","017","Volatile Organic Compounds","CAP",".0204","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Essex","009","PM10 Primary (Filt + Cond)","CAP",".020342079","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","",".02024435465","TON"
"Fuel Comb - Residential - Other","MA","25","Franklin","011","PM2.5 Primary (Filt + Cond)","CAP",".0199873","TON"
"Fuel Comb - Residential - Other","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","",".0198755942","TON"
"Dust - Unpaved Road Dust","MA","25","Nantucket","019","Elemental Carbon portion of PM2.5-PRI","",".0198654118","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Plymouth","023","Organic Carbon portion of PM2.5-PRI","",".019721905","TON"
"Industrial Processes - NEC","MA","25","Plymouth","023","Lead","CAP/HAP",".019695","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Barnstable","001","Elemental Carbon portion of PM2.5-PRI","",".01951340706","TON"
"Fuel Comb - Electric Generation - Other","MA","25","Middlesex","017","Carbon Monoxide","CAP",".0194","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Dukes","007","Ammonia","CAP",".0191452","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Bristol","005","Lead","CAP/HAP",".019117933","TON"
"Industrial Processes - Storage and Transfer","MA","25","Franklin","011","Organic Carbon portion of PM2.5-PRI","",".019008","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Dukes","007","Ammonia","CAP",".01890465","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Franklin","011","PM10 Primary (Filt + Cond)","CAP",".01880572","TON"
"Fires - Wildfires","MA","25","Middlesex","017","Elemental Carbon portion of PM2.5-PRI","",".018525339","TON"
"Fuel Comb - Residential - Other","MA","25","Hampshire","015","Organic Carbon portion of PM2.5-PRI","",".01828506666","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","",".018252207795","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Barnstable","001","PM10 Primary (Filt + Cond)","CAP",".0182","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Nantucket","019","Volatile Organic Compounds","CAP",".018102","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","",".0180263556","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Essex","009","Ammonia","CAP",".0179717","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Dukes","007","Ammonia","CAP",".0177957","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","",".01777029815","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Suffolk","025","Lead","CAP/HAP",".01770798395","TON"
"Industrial Processes - Chemical Manuf","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","",".017618188343","TON"
"Dust - Construction Dust","MA","25","Dukes","007","Organic Carbon portion of PM2.5-PRI","",".01760658438","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Nantucket","019","Organic Carbon portion of PM2.5-PRI","",".01752088325","TON"
"Industrial Processes - Storage and Transfer","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","",".0174521521897","TON"
"Fires - Wildfires","MA","25","Dukes","007","Nitrogen Oxides","CAP",".01736","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Franklin","011","PM2.5 Primary (Filt + Cond)","CAP",".01722338","TON"
"Industrial Processes - NEC","MA","25","Barnstable","001","Sulfur Dioxide","CAP",".0171","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Berkshire","003","Nitrogen Oxides","CAP",".0171","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Essex","009","PM2.5 Primary (Filt + Cond)","CAP",".017087779","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Plymouth","023","Lead","CAP/HAP",".01692772101","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Nantucket","019","Volatile Organic Compounds","CAP",".0168","TON"
"Industrial Processes - Ferrous Metals","MA","25","Norfolk","021","Sulfur Dioxide","CAP",".0167","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Dukes","007","Volatile Organic Compounds","CAP",".0165125","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Hampshire","015","Sulfur Dioxide","CAP",".0165","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Nantucket","019","PM2.5 Primary (Filt + Cond)","CAP",".016483646","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Dukes","007","Organic Carbon portion of PM2.5-PRI","",".01641705282055068000000659075","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Middlesex","017","Elemental Carbon portion of PM2.5-PRI","",".01619691312","TON"
"Solvent - Degreasing","MA","25","Essex","009","Organic Carbon portion of PM2.5-PRI","",".0159604254","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Nantucket","019","Elemental Carbon portion of PM2.5-PRI","",".015931609742108000000000901553","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Barnstable","001","Ammonia","CAP",".01590583","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","",".01590433","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Dukes","007","Elemental Carbon portion of PM2.5-PRI","",".0156576469","TON"
"Fuel Comb - Residential - Other","MA","25","Dukes","007","Sulfur Dioxide","CAP",".0155844","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Nantucket","019","Organic Carbon portion of PM2.5-PRI","",".01544434051540900000000659075","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","",".01531552601","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Plymouth","023","Sulfur Dioxide","CAP",".0146","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Hampshire","015","Sulfur Dioxide","CAP",".0146","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","MA","25","Hampden","013","Ammonia","CAP",".0146","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Dukes","007","Organic Carbon portion of PM2.5-PRI","",".0144281925","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Norfolk","021","Ammonia","CAP",".01437211","TON"
"Mobile - Commercial Marine Vessels","MA","25","Franklin","011","Carbon Monoxide","CAP",".0142696","TON"
"Industrial Processes - Cement Manuf","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP",".014","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Dukes","007","Sulfur Dioxide","CAP",".013874224364887000000000672212","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Essex","009","Ammonia","CAP",".0138","TON"
"Industrial Processes - Chemical Manuf","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP",".013734007","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Barnstable","001","Volatile Organic Compounds","CAP",".01358063","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Barnstable","001","Sulfur Dioxide","CAP",".013466996","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Middlesex","017","Organic Carbon portion of PM2.5-PRI","",".0133450206","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Hampden","013","Ammonia","CAP",".01331929","TON"
"Fuel Comb - Residential - Other","MA","25","Worcester","027","Elemental Carbon portion of PM2.5-PRI","",".013089388","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Suffolk","025","Elemental Carbon portion of PM2.5-PRI","",".01300187","TON"
"Fuel Comb - Residential - Other","MA","25","Dukes","007","Ammonia","CAP",".012987","TON"
"Fuel Comb - Residential - Other","MA","25","Dukes","007","PM10 Primary (Filt + Cond)","CAP",".012987","TON"
"Solvent - Dry Cleaning","MA","25","Dukes","007","Volatile Organic Compounds","CAP",".0126606","TON"
"Fuel Comb - Residential - Other","MA","25","Suffolk","025","Elemental Carbon portion of PM2.5-PRI","",".012660521","TON"
"Industrial Processes - Chemical Manuf","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP",".0126228673","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Nantucket","019","Organic Carbon portion of PM2.5-PRI","",".01261993","TON"
"Fires - Wildfires","MA","25","Dukes","007","Elemental Carbon portion of PM2.5-PRI","",".01261563","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Dukes","007","Nitrogen Oxides","CAP",".0125778","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Nantucket","019","Volatile Organic Compounds","CAP",".0125776","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Plymouth","023","Ammonia","CAP",".0125","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Middlesex","017","Sulfur Dioxide","CAP",".0125","TON"
"Fuel Comb - Residential - Other","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","",".012241369","TON"
"Industrial Processes - Storage and Transfer","MA","25","Plymouth","023","Elemental Carbon portion of PM2.5-PRI","",".01212507907","TON"
"Industrial Processes - Storage and Transfer","MA","25","Norfolk","021","Elemental Carbon portion of PM2.5-PRI","",".012078271","TON"
"Industrial Processes - Pulp & Paper","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","",".012","TON"
"Industrial Processes - NEC","MA","25","Norfolk","021","Ammonia","CAP",".012","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Norfolk","021","Elemental Carbon portion of PM2.5-PRI","",".01181826776","TON"
"Industrial Processes - Storage and Transfer","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","",".0118125","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Nantucket","019","Sulfur Dioxide","CAP",".01177634272","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Dukes","007","Ammonia","CAP",".0116559","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","MA","25","Hampden","013","Lead","CAP/HAP",".01165","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Nantucket","019","Volatile Organic Compounds","CAP",".01161784","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Berkshire","003","PM2.5 Primary (Filt + Cond)","CAP",".011616306","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Berkshire","003","PM10 Primary (Filt + Cond)","CAP",".011616306","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Franklin","011","Ammonia","CAP",".01142368","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Dukes","007","Elemental Carbon portion of PM2.5-PRI","",".011313687","TON"
"Fuel Comb - Comm/Institutional - Oil","MA","25","Middlesex","017","Lead","CAP/HAP",".01123777292757893014","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","",".011202843085","TON"
"Fuel Comb - Electric Generation - Other","MA","25","Middlesex","017","Ammonia","CAP",".0112","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Barnstable","001","PM2.5 Primary (Filt + Cond)","CAP",".01105532","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Franklin","011","Ammonia","CAP",".01101172","TON"
"Mobile - Commercial Marine Vessels","MA","25","Hampden","013","Carbon Monoxide","CAP",".0109799","TON"
"Fuel Comb - Residential - Other","MA","25","Norfolk","021","Elemental Carbon portion of PM2.5-PRI","",".010856211","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Nantucket","019","Ammonia","CAP",".0107448","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Dukes","007","Elemental Carbon portion of PM2.5-PRI","",".010676485778415200000000901553","TON"
"Fires - Wildfires","MA","25","Dukes","007","Sulfur Dioxide","CAP",".010583","TON"
"Fuel Comb - Residential - Other","MA","25","Nantucket","019","Sulfur Dioxide","CAP",".0105274","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Suffolk","025","Lead","CAP/HAP",".0105","TON"
"Industrial Processes - NEC","MA","25","Hampshire","015","Elemental Carbon portion of PM2.5-PRI","",".0104593375","TON"
"Fuel Comb - Residential - Other","MA","25","Dukes","007","PM2.5 Primary (Filt + Cond)","CAP",".0103896","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Nantucket","019","Elemental Carbon portion of PM2.5-PRI","",".0103346932","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Dukes","007","Sulfur Dioxide","CAP",".0102481","TON"
"Mobile - Commercial Marine Vessels","MA","25","Hampshire","015","Carbon Monoxide","CAP",".010177","TON"
"Mobile - Commercial Marine Vessels","MA","25","Essex","009","Lead","CAP/HAP",".010083356418357","TON"
"Industrial Processes - NEC","MA","25","Suffolk","025","Ammonia","CAP",".01","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Nantucket","019","Sulfur Dioxide","CAP",".00998554","TON"
"Mobile - Locomotives","MA","25","Barnstable","001","Sulfur Dioxide","CAP",".00986309","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Dukes","007","Organic Carbon portion of PM2.5-PRI","",".00979810673","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Franklin","011","Sulfur Dioxide","CAP",".00979407","TON"
"Fuel Comb - Residential - Other","MA","25","Franklin","011","Organic Carbon portion of PM2.5-PRI","",".00978977954","TON"
"Industrial Processes - Pulp & Paper","MA","25","Barnstable","001","Elemental Carbon portion of PM2.5-PRI","",".009544","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Hampshire","015","Elemental Carbon portion of PM2.5-PRI","",".0095238","TON"
"Fuel Comb - Residential - Oil","MA","25","Berkshire","003","Lead","CAP/HAP",".009389737724972016902","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","",".0093575664","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Dukes","007","Nitrous Oxide","GHG",".00926279044","TON"
"Fuel Comb - Residential - Other","MA","25","Bristol","005","Elemental Carbon portion of PM2.5-PRI","",".009199435","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Berkshire","003","Elemental Carbon portion of PM2.5-PRI","",".0089584951872","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","",".00892965807","TON"
